phecode,ICD,flag,phecode_string,phecode_category,sex,icd10_only,code_val
ID_005.1,A16.8,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A16.8,10,Infections,Infections,Both,0,089
ID_089.1,A16.8,10,Bacterial infections,Infections,Both,0,089.1
RE_460,A16.8,10,Respiratory infection,Respiratory,Both,0,460
RE_460.3,A16.8,10,Pulmonary tuberculosis,Respiratory,Both,0,460.3
ID_005,A16.9,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A16.9,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A16.9,10,Infections,Infections,Both,0,089
ID_089.1,A16.9,10,Bacterial infections,Infections,Both,0,089.1
RE_460,A16.9,10,Respiratory infection,Respiratory,Both,0,460
RE_460.3,A16.9,10,Pulmonary tuberculosis,Respiratory,Both,0,460.3
ID_005,A17,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A17,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A17,10,Infections,Infections,Both,0,089
ID_089.1,A17,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A17.0,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A17.0,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A17.0,10,Infections,Infections,Both,0,089
ID_089.1,A17.0,10,Bacterial infections,Infections,Both,0,089.1
NS_320,A17.0,10,Meningitis,Neurological,Both,0,320
NS_320.1,A17.0,10,Infective meningitis,Neurological,Both,0,320.1
NS_320.11,A17.0,10,Bacterial meningitis,Neurological,Both,0,320.11
ID_005,A17.1,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A17.1,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A17.1,10,Infections,Infections,Both,0,089
ID_089.1,A17.1,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A17.8,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A17.8,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A17.8,10,Infections,Infections,Both,0,089
ID_089.1,A17.8,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A17.9,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A17.9,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A17.9,10,Infections,Infections,Both,0,089
ID_089.1,A17.9,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18,10,Infections,Infections,Both,0,089
ID_089.1,A18,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.0,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.0,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.0,10,Infections,Infections,Both,0,089
ID_089.1,A18.0,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.1,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.1,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.1,10,Infections,Infections,Both,0,089
ID_089.1,A18.1,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.2,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.2,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.2,10,Infections,Infections,Both,0,089
ID_089.1,A18.2,10,Bacterial infections,Infections,Both,0,089.1
BI_177,A18.2,10,Abnormality of the lymph nodes,Blood/Immune,Both,0,177
BI_177.2,A18.2,10,Enlargement of lymph nodes [Lymphadenopathy],Blood/Immune,Both,0,177.2
ID_005,A18.3,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.3,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.3,10,Infections,Infections,Both,0,089
ID_089.1,A18.3,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.4,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.4,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.4,10,Infections,Infections,Both,0,089
ID_089.1,A18.4,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A18.4,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A18.4,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_005,A18.5,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.5,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.5,10,Infections,Infections,Both,0,089
ID_089.1,A18.5,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.6,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.6,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.6,10,Infections,Infections,Both,0,089
ID_089.1,A18.6,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.7,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.7,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.7,10,Infections,Infections,Both,0,089
ID_089.1,A18.7,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A18.8,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A18.8,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A18.8,10,Infections,Infections,Both,0,089
ID_089.1,A18.8,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19,10,Infections,Infections,Both,0,089
ID_089.1,A19,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19.0,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19.0,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19.0,10,Infections,Infections,Both,0,089
ID_089.1,A19.0,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19.1,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19.1,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19.1,10,Infections,Infections,Both,0,089
ID_089.1,A19.1,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19.2,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19.2,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19.2,10,Infections,Infections,Both,0,089
ID_089.1,A19.2,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19.8,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19.8,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19.8,10,Infections,Infections,Both,0,089
ID_089.1,A19.8,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A19.9,10,Mycobacteria,Infections,Both,0,005
ID_005.1,A19.9,10,Mycobacterium tuberculosis,Infections,Both,0,005.1
ID_089,A19.9,10,Infections,Infections,Both,0,089
ID_089.1,A19.9,10,Bacterial infections,Infections,Both,0,089.1
ID_032,A20,10,Yersinia,Infections,Both,0,032
ID_089,A20,10,Infections,Infections,Both,0,089
ID_089.1,A20,10,Bacterial infections,Infections,Both,0,089.1
ID_032,A20.0,10,Yersinia,Infections,Both,0,032
ID_089,A20.0,10,Infections,Infections,Both,0,089
ID_089.1,A20.0,10,Bacterial infections,Infections,Both,0,089.1
ID_032,A20.1,10,Yersinia,Infections,Both,0,032
ID_089,A20.1,10,Infections,Infections,Both,0,089
ID_089.1,A20.1,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A20.1,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A20.1,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_032,A20.2,10,Yersinia,Infections,Both,0,032
ID_089,A20.2,10,Infections,Infections,Both,0,089
ID_089.1,A20.2,10,Bacterial infections,Infections,Both,0,089.1
RE_468,A20.2,10,Pneumonia,Respiratory,Both,0,468
RE_468.2,A20.2,10,Bacterial pneumonia,Respiratory,Both,0,468.2
ID_032,A20.3,10,Yersinia,Infections,Both,0,032
ID_089,A20.3,10,Infections,Infections,Both,0,089
ID_089.1,A20.3,10,Bacterial infections,Infections,Both,0,089.1
NS_320,A20.3,10,Meningitis,Neurological,Both,0,320
NS_320.1,A20.3,10,Infective meningitis,Neurological,Both,0,320.1
NS_320.11,A20.3,10,Bacterial meningitis,Neurological,Both,0,320.11
ID_032,A20.7,10,Yersinia,Infections,Both,0,032
ID_089,A20.7,10,Infections,Infections,Both,0,089
ID_089.1,A20.7,10,Bacterial infections,Infections,Both,0,089.1
ID_092,A20.7,10,"Bacteremia, Sepsis, and SIRS",Infections,Both,0,092
ID_092.2,A20.7,10,Sepsis,Infections,Both,0,092.2
ID_032,A20.8,10,Yersinia,Infections,Both,0,032
ID_089,A20.8,10,Infections,Infections,Both,0,089
ID_089.1,A20.8,10,Bacterial infections,Infections,Both,0,089.1
ID_032,A20.9,10,Yersinia,Infections,Both,0,032
ID_089,A20.9,10,Infections,Infections,Both,0,089
ID_089.1,A20.9,10,Bacterial infections,Infections,Both,0,089.1
ID_033,A21,10,Francisella,Infections,Both,0,033
ID_089,A21,10,Infections,Infections,Both,0,089
ID_089.1,A21,10,Bacterial infections,Infections,Both,0,089.1
ID_033,A21.0,10,Francisella,Infections,Both,0,033
ID_089,A21.0,10,Infections,Infections,Both,0,089
ID_089.1,A21.0,10,Bacterial infections,Infections,Both,0,089.1
ID_033,A21.1,10,Francisella,Infections,Both,0,033
ID_089,A21.1,10,Infections,Infections,Both,0,089
ID_089.1,A21.1,10,Bacterial infections,Infections,Both,0,089.1
SO_379,A21.1,10,Infection of the eye,Sense organs,Both,0,379
ID_033,A21.2,10,Francisella,Infections,Both,0,033
ID_089,A21.2,10,Infections,Infections,Both,0,089
ID_089.1,A21.2,10,Bacterial infections,Infections,Both,0,089.1
RE_468,A21.2,10,Pneumonia,Respiratory,Both,0,468
RE_468.2,A21.2,10,Bacterial pneumonia,Respiratory,Both,0,468.2
ID_033,A21.3,10,Francisella,Infections,Both,0,033
ID_089,A21.3,10,Infections,Infections,Both,0,089
ID_089.1,A21.3,10,Bacterial infections,Infections,Both,0,089.1
GI_526,A21.3,10,Intestinal infection,Gastrointestinal,Both,0,526
ID_033,A21.7,10,Francisella,Infections,Both,0,033
ID_089,A21.7,10,Infections,Infections,Both,0,089
ID_089.1,A21.7,10,Bacterial infections,Infections,Both,0,089.1
ID_033,A21.8,10,Francisella,Infections,Both,0,033
ID_089,A21.8,10,Infections,Infections,Both,0,089
ID_089.1,A21.8,10,Bacterial infections,Infections,Both,0,089.1
ID_033,A21.9,10,Francisella,Infections,Both,0,033
ID_089,A21.9,10,Infections,Infections,Both,0,089
ID_089.1,A21.9,10,Bacterial infections,Infections,Both,0,089.1
ID_028,A22,10,Bacillus,Infections,Both,0,028
ID_089,A22,10,Infections,Infections,Both,0,089
ID_089.1,A22,10,Bacterial infections,Infections,Both,0,089.1
ID_028,A22.0,10,Bacillus,Infections,Both,0,028
ID_089,A22.0,10,Infections,Infections,Both,0,089
ID_089.1,A22.0,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A22.0,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A22.0,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_028,A22.1,10,Bacillus,Infections,Both,0,028
ID_089,A22.1,10,Infections,Infections,Both,0,089
ID_089.1,A22.1,10,Bacterial infections,Infections,Both,0,089.1
ID_028,A22.2,10,Bacillus,Infections,Both,0,028
ID_089,A22.2,10,Infections,Infections,Both,0,089
ID_089.1,A22.2,10,Bacterial infections,Infections,Both,0,089.1
GI_526,A22.2,10,Intestinal infection,Gastrointestinal,Both,0,526
ID_028,A22.7,10,Bacillus,Infections,Both,0,028
ID_089,A22.7,10,Infections,Infections,Both,0,089
ID_089.1,A22.7,10,Bacterial infections,Infections,Both,0,089.1
ID_092,A22.7,10,"Bacteremia, Sepsis, and SIRS",Infections,Both,0,092
ID_092.2,A22.7,10,Sepsis,Infections,Both,0,092.2
ID_028,A22.8,10,Bacillus,Infections,Both,0,028
ID_089,A22.8,10,Infections,Infections,Both,0,089
ID_089.1,A22.8,10,Bacterial infections,Infections,Both,0,089.1
ID_028,A22.9,10,Bacillus,Infections,Both,0,028
ID_089,A22.9,10,Infections,Infections,Both,0,089
ID_089.1,A22.9,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23,10,Brucella,Infections,Both,0,034
ID_089,A23,10,Infections,Infections,Both,0,089
ID_089.1,A23,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.0,10,Brucella,Infections,Both,0,034
ID_089,A23.0,10,Infections,Infections,Both,0,089
ID_089.1,A23.0,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.1,10,Brucella,Infections,Both,0,034
ID_089,A23.1,10,Infections,Infections,Both,0,089
ID_089.1,A23.1,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.2,10,Brucella,Infections,Both,0,034
ID_089,A23.2,10,Infections,Infections,Both,0,089
ID_089.1,A23.2,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.3,10,Brucella,Infections,Both,0,034
ID_089,A23.3,10,Infections,Infections,Both,0,089
ID_089.1,A23.3,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.8,10,Brucella,Infections,Both,0,034
ID_089,A23.8,10,Infections,Infections,Both,0,089
ID_089.1,A23.8,10,Bacterial infections,Infections,Both,0,089.1
ID_034,A23.9,10,Brucella,Infections,Both,0,034
ID_089,A23.9,10,Infections,Infections,Both,0,089
ID_089.1,A23.9,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24,10,Burkholderia,Infections,Both,0,035
ID_089,A24,10,Infections,Infections,Both,0,089
ID_089.1,A24,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24.0,10,Burkholderia,Infections,Both,0,035
ID_089,A24.0,10,Infections,Infections,Both,0,089
ID_089.1,A24.0,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24.1,10,Burkholderia,Infections,Both,0,035
ID_089,A24.1,10,Infections,Infections,Both,0,089
ID_089.1,A24.1,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24.2,10,Burkholderia,Infections,Both,0,035
ID_089,A24.2,10,Infections,Infections,Both,0,089
ID_089.1,A24.2,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24.3,10,Burkholderia,Infections,Both,0,035
ID_089,A24.3,10,Infections,Infections,Both,0,089
ID_089.1,A24.3,10,Bacterial infections,Infections,Both,0,089.1
ID_035,A24.4,10,Burkholderia,Infections,Both,0,035
ID_089,A24.4,10,Infections,Infections,Both,0,089
ID_089.1,A24.4,10,Bacterial infections,Infections,Both,0,089.1
ID_089,A25,10,Infections,Infections,Both,0,089
ID_089.1,A25,10,Bacterial infections,Infections,Both,0,089.1
ID_036,A25.0,10,Spirillum,Infections,Both,0,036
ID_089,A25.0,10,Infections,Infections,Both,0,089
ID_089.1,A25.0,10,Bacterial infections,Infections,Both,0,089.1
ID_037,A25.1,10,Streptobacillus,Infections,Both,0,037
ID_089,A25.1,10,Infections,Infections,Both,0,089
ID_089.1,A25.1,10,Bacterial infections,Infections,Both,0,089.1
ID_089,A25.9,10,Infections,Infections,Both,0,089
ID_089.1,A25.9,10,Bacterial infections,Infections,Both,0,089.1
ID_038,A26,10,Erysipelothrix,Infections,Both,0,038
ID_089,A26,10,Infections,Infections,Both,0,089
ID_089.1,A26,10,Bacterial infections,Infections,Both,0,089.1
ID_038,A26.0,10,Erysipelothrix,Infections,Both,0,038
ID_089,A26.0,10,Infections,Infections,Both,0,089
ID_089.1,A26.0,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A26.0,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A26.0,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_038,A26.7,10,Erysipelothrix,Infections,Both,0,038
ID_089,A26.7,10,Infections,Infections,Both,0,089
ID_089.1,A26.7,10,Bacterial infections,Infections,Both,0,089.1
ID_092,A26.7,10,"Bacteremia, Sepsis, and SIRS",Infections,Both,0,092
ID_092.2,A26.7,10,Sepsis,Infections,Both,0,092.2
ID_038,A26.8,10,Erysipelothrix,Infections,Both,0,038
ID_089,A26.8,10,Infections,Infections,Both,0,089
ID_089.1,A26.8,10,Bacterial infections,Infections,Both,0,089.1
ID_038,A26.9,10,Erysipelothrix,Infections,Both,0,038
ID_089,A26.9,10,Infections,Infections,Both,0,089
ID_089.1,A26.9,10,Bacterial infections,Infections,Both,0,089.1
ID_029,A27,10,Leptospira,Infections,Both,0,029
ID_089,A27,10,Infections,Infections,Both,0,089
ID_089.1,A27,10,Bacterial infections,Infections,Both,0,089.1
ID_029,A27.0,10,Leptospira,Infections,Both,0,029
ID_089,A27.0,10,Infections,Infections,Both,0,089
ID_089.1,A27.0,10,Bacterial infections,Infections,Both,0,089.1
ID_029,A27.8,10,Leptospira,Infections,Both,0,029
ID_089,A27.8,10,Infections,Infections,Both,0,089
ID_089.1,A27.8,10,Bacterial infections,Infections,Both,0,089.1
ID_029,A27.9,10,Leptospira,Infections,Both,0,029
ID_089,A27.9,10,Infections,Infections,Both,0,089
ID_089.1,A27.9,10,Bacterial infections,Infections,Both,0,089.1
ID_089,A28,10,Infections,Infections,Both,0,089
ID_089.1,A28,10,Bacterial infections,Infections,Both,0,089.1
ID_039,A28.0,10,Pasteurella,Infections,Both,0,039
ID_089,A28.0,10,Infections,Infections,Both,0,089
ID_089.1,A28.0,10,Bacterial infections,Infections,Both,0,089.1
ID_017,A28.1,10,Bartonellosis,Infections,Both,0,017
ID_089,A28.1,10,Infections,Infections,Both,0,089
ID_089.1,A28.1,10,Bacterial infections,Infections,Both,0,089.1
ID_032,A28.2,10,Yersinia,Infections,Both,0,032
ID_089,A28.2,10,Infections,Infections,Both,0,089
ID_089.1,A28.2,10,Bacterial infections,Infections,Both,0,089.1
ID_089,A28.8,10,Infections,Infections,Both,0,089
ID_089.1,A28.8,10,Bacterial infections,Infections,Both,0,089.1
ID_089,A28.9,10,Infections,Infections,Both,0,089
ID_089.1,A28.9,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30,10,Infections,Infections,Both,0,089
ID_089.1,A30,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.0,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.0,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.0,10,Infections,Infections,Both,0,089
ID_089.1,A30.0,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.1,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.1,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.1,10,Infections,Infections,Both,0,089
ID_089.1,A30.1,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.2,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.2,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.2,10,Infections,Infections,Both,0,089
ID_089.1,A30.2,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.3,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.3,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.3,10,Infections,Infections,Both,0,089
ID_089.1,A30.3,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.4,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.4,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.4,10,Infections,Infections,Both,0,089
ID_089.1,A30.4,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.5,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.5,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.5,10,Infections,Infections,Both,0,089
ID_089.1,A30.5,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.8,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.8,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.8,10,Infections,Infections,Both,0,089
ID_089.1,A30.8,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A30.9,10,Mycobacteria,Infections,Both,0,005
ID_005.3,A30.9,10,Mycobacterium leprae [Leprosy],Infections,Both,0,005.3
ID_089,A30.9,10,Infections,Infections,Both,0,089
ID_089.1,A30.9,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A31,10,Mycobacteria,Infections,Both,0,005
ID_089,A31,10,Infections,Infections,Both,0,089
ID_089.1,A31,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A31.0,10,Mycobacteria,Infections,Both,0,005
ID_089,A31.0,10,Infections,Infections,Both,0,089
ID_089.1,A31.0,10,Bacterial infections,Infections,Both,0,089.1
RE_468,A31.0,10,Pneumonia,Respiratory,Both,0,468
RE_468.2,A31.0,10,Bacterial pneumonia,Respiratory,Both,0,468.2
ID_005,A31.1,10,Mycobacteria,Infections,Both,0,005
ID_089,A31.1,10,Infections,Infections,Both,0,089
ID_089.1,A31.1,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A31.1,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A31.1,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_005,A31.8,10,Mycobacteria,Infections,Both,0,005
ID_089,A31.8,10,Infections,Infections,Both,0,089
ID_089.1,A31.8,10,Bacterial infections,Infections,Both,0,089.1
ID_005,A31.9,10,Mycobacteria,Infections,Both,0,005
ID_089,A31.9,10,Infections,Infections,Both,0,089
ID_089.1,A31.9,10,Bacterial infections,Infections,Both,0,089.1
ID_031,A32,10,Listeria,Infections,Both,0,031
ID_089,A32,10,Infections,Infections,Both,0,089
ID_089.1,A32,10,Bacterial infections,Infections,Both,0,089.1
ID_031,A32.0,10,Listeria,Infections,Both,0,031
ID_089,A32.0,10,Infections,Infections,Both,0,089
ID_089.1,A32.0,10,Bacterial infections,Infections,Both,0,089.1
DE_660,A32.0,10,Infection of the skin,Dermatological,Both,0,660
DE_660.2,A32.0,10,Bacterial infection of the skin,Dermatological,Both,0,660.2
ID_031,A32.1,10,Listeria,Infections,Both,0,031
ID_089,A32.1,10,Infections,Infections,Both,0,089
ID_089.1,A32.1,10,Bacterial infections,Infections,Both,0,089.1
NS_320,A32.1,10,Meningitis,Neurological,Both,0,320
NS_320.1,A32.1,10,Infective meningitis,Neurological,Both,0,320.1
NS_320.11,A32.1,10,Bacterial meningitis,Neurological,Both,0,320.11
NS_321,A32.1,10,"Encephalitis, myelitis and encephalomyelitis",Neurological,Both,0,321
ID_031,A32.7,10,Listeria,Infections,Both,0,031
ID_089,A32.7,10,Infections,Infections,Both,0,089
ID_089.1,A32.7,10,Bacterial infections,Infections,Both,0,089.1
ID_092,A32.7,10,"Bacteremia, Sepsis, and SIRS",Infections,Both,0,092
ID_092.2,A32.7,10,Sepsis,Infections,Both,0,092.2
ID_031,A32.8,10,Listeria,Infections,Both,0,031
ID_089,A32.8,10,Infections,Infections,Both,0,089
ID_089.1,A32.8,10,Bacterial infections,Infections,Both,0,089.1
ID_031,A32.9,10,Listeria,Infections,Both,0,031
ID_089,A32.9,10,Infections,Infections,Both,0,089
ID_089.1,A32.9,10,Bacterial infections,Infections,Both,0,089.1
ID_015,A33,10,Clostridium,Infections,Both,0,015
ID_089,A33,10,Infections,Infections,Both,0,089
